campaign_id,title,description,brand_name,category,platform,budget,duration_days,target_age_group,target_gender,min_followers,min_engagement,deliverables,status,brand_reputation,created_at
IN_CMP_00122,Paytm - Devotional & Spirituality Campaign,Promote Paytm products to 18-24 audience,Paytm,Devotional & Spirituality,Twitter,11732.17,14,18-24,All,5547,4.5,"Video,Post",completed,4.03,2025-07-19T00:00:00
IN_CMP_00123,Byju's - Sports & Cricket Campaign,Promote Byju's products to 35-44 audience,Byju's,Sports & Cricket,YouTube,7219.59,21,35-44,All,14537,4.5,"Review,Reel",active,4.28,2025-09-08T00:00:00
IN_CMP_00124,Swiggy - Entertainment & Comedy Campaign,Promote Swiggy products to 18-24 audience,Swiggy,Entertainment & Comedy,YouTube,21438.36,30,18-24,All,19209,4.8,Story,active,4.55,2025-11-04T00:00:00
IN_CMP_00125,PhonePe - Health & Fitness Campaign,Promote PhonePe products to 35-44 audience,PhonePe,Health & Fitness,YouTube,9796.71,14,35-44,All,20233,3.5,"Post,Review",active,2.74,2025-07-29T00:00:00
IN_CMP_00126,Swiggy - Travel & Tourism Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Travel & Tourism,LinkedIn,10147.6,7,35-44,All,22501,3.4,"Post,Review",active,4.63,2025-10-12T00:00:00
IN_CMP_00127,Boat - Entertainment & Comedy Campaign,Promote Boat products to 18-24 audience,Boat,Entertainment & Comedy,Facebook,8732.18,7,18-24,All,10677,3.5,"Live Session,Post,Story",active,3.19,2025-10-29T00:00:00
IN_CMP_00128,Swiggy - Technology & Gadgets Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Technology & Gadgets,Instagram,24892.18,14,35-44,All,9112,2.1,"Review,Live Session",completed,2.74,2025-07-30T00:00:00
IN_CMP_00129,Nestle India - Gaming Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Gaming,Instagram,11848.11,14,25-34,All,9392,3.5,Post,completed,4.61,2025-07-25T00:00:00
IN_CMP_00130,Unacademy - Devotional & Spirituality Campaign,Promote Unacademy products to 25-34 audience,Unacademy,Devotional & Spirituality,LinkedIn,18837.87,45,25-34,Male,22915,3.6,"Review,Reel,Post",active,3.96,2025-08-05T00:00:00
IN_CMP_00131,Zomato - Sports & Cricket Campaign,Promote Zomato products to 18-34 audience,Zomato,Sports & Cricket,Instagram,562238.1,30,18-34,Female,887329,2.4,"Reel,Live Session,Video",active,3.89,2025-10-16T00:00:00
IN_CMP_00132,Paytm - Gaming Campaign,Promote Paytm products to 35-44 audience,Paytm,Gaming,LinkedIn,48300.89,7,35-44,All,90240,6.0,"Review,Reel",active,3.76,2025-07-26T00:00:00
IN_CMP_00133,Boat - Food & Cooking Campaign,Promote Boat products to 18-34 audience,Boat,Food & Cooking,Twitter,6065.11,14,18-34,Female,9254,3.6,Post,completed,3.97,2025-05-27T00:00:00
IN_CMP_00134,Boat - Sports & Cricket Campaign,Promote Boat products to 18-34 audience,Boat,Sports & Cricket,LinkedIn,5213.88,14,18-34,All,7029,2.7,"Live Session,Post",draft,3.96,2025-10-25T00:00:00
IN_CMP_00135,Boat - Regional Content Campaign,Promote Boat products to 25-34 audience,Boat,Regional Content,LinkedIn,33854.56,7,25-34,All,51437,4.2,"Video,Live Session,Reel",draft,3.46,2025-05-30T00:00:00
IN_CMP_00136,Asian Paints - Travel & Tourism Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Travel & Tourism,Facebook,14436.13,14,25-34,All,22451,4.0,"Reel,Live Session",active,2.77,2025-08-29T00:00:00
IN_CMP_00137,CRED - Food & Cooking Campaign,Promote CRED products to 18-34 audience,CRED,Food & Cooking,Facebook,17473.45,21,18-34,Female,17491,3.8,Review,completed,3.93,2025-06-15T00:00:00
IN_CMP_00138,Zomato - Finance & Investment Campaign,Promote Zomato products to 35-44 audience,Zomato,Finance & Investment,Facebook,6327.99,45,35-44,Female,22994,2.4,Reel,active,3.74,2025-08-03T00:00:00
IN_CMP_00139,PhonePe - Sports & Cricket Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Sports & Cricket,Facebook,7739.89,60,18-24,All,20715,2.5,"Video,Post",active,4.3,2025-05-26T00:00:00
IN_CMP_00140,OnePlus - Devotional & Spirituality Campaign,Promote OnePlus products to 35-44 audience,OnePlus,Devotional & Spirituality,Instagram,25930.91,21,35-44,All,96335,4.2,"Reel,Video",completed,3.22,2025-06-04T00:00:00
IN_CMP_00141,CRED - Entertainment & Comedy Campaign,Promote CRED products to 35-44 audience,CRED,Entertainment & Comedy,Twitter,32907.41,14,35-44,All,37281,5.9,"Story,Video",completed,4.28,2025-07-25T00:00:00
IN_CMP_00142,HUL - Finance & Investment Campaign,Promote HUL products to 25-34 audience,HUL,Finance & Investment,Facebook,32132.98,14,25-34,Female,31523,5.5,"Reel,Video,Post,Review",completed,3.97,2025-07-06T00:00:00
IN_CMP_00143,Asian Paints - Food & Cooking Campaign,Promote Asian Paints products to 18-24 audience,Asian Paints,Food & Cooking,LinkedIn,5251.59,21,18-24,All,19060,4.7,"Post,Story,Live Session,Review",active,3.57,2025-09-15T00:00:00
IN_CMP_00144,Paytm - Devotional & Spirituality Campaign,Promote Paytm products to 18-34 audience,Paytm,Devotional & Spirituality,YouTube,5087.25,7,18-34,Male,18945,2.9,"Live Session,Post",draft,2.35,2025-08-03T00:00:00
IN_CMP_00145,Boat - Gaming Campaign,Promote Boat products to 18-24 audience,Boat,Gaming,Twitter,40466.85,7,18-24,All,55084,6.0,"Story,Live Session",completed,2.35,2025-05-29T00:00:00
IN_CMP_00146,Unacademy - Music & Dance Campaign,Promote Unacademy products to 35-44 audience,Unacademy,Music & Dance,Facebook,18238.79,21,35-44,Female,10026,2.1,Reel,completed,4.37,2025-10-27T00:00:00
IN_CMP_00147,Swiggy - Travel & Tourism Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Travel & Tourism,Facebook,18266.5,14,35-44,All,22164,2.9,"Post,Live Session,Review",completed,4.17,2025-06-20T00:00:00
IN_CMP_00148,Wow Skin Science - Regional Content Campaign,Promote Wow Skin Science products to 25-34 audience,Wow Skin Science,Regional Content,YouTube,6735.8,14,25-34,All,10946,3.6,"Video,Live Session",draft,4.27,2025-07-25T00:00:00
IN_CMP_00149,Mamaearth - Food & Cooking Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Food & Cooking,Instagram,26985.79,7,35-44,Female,82970,3.6,"Post,Reel",active,3.09,2025-10-21T00:00:00
IN_CMP_00150,PhonePe - Gaming Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Gaming,Twitter,14534.62,21,18-34,All,22427,4.0,"Live Session,Video",draft,4.29,2025-07-28T00:00:00
IN_CMP_00151,Realme - Education & Skills Campaign,Promote Realme products to 18-34 audience,Realme,Education & Skills,YouTube,20819.16,30,18-34,Female,16495,3.2,"Video,Reel,Post,Live Session",completed,4.1,2025-10-31T00:00:00
IN_CMP_00152,Unacademy - Gaming Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Gaming,YouTube,18307.45,30,18-24,All,13465,2.5,"Live Session,Story",completed,2.86,2025-08-01T00:00:00
IN_CMP_00153,Swiggy - Finance & Investment Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Finance & Investment,YouTube,7357.95,45,35-44,Female,9956,2.6,"Live Session,Video,Post,Story",completed,3.2,2025-09-16T00:00:00
IN_CMP_00154,CRED - Food & Cooking Campaign,Promote CRED products to 25-34 audience,CRED,Food & Cooking,Twitter,23969.38,14,25-34,All,18486,4.3,"Live Session,Video",completed,4.23,2025-10-09T00:00:00
IN_CMP_00155,PhonePe - Entertainment & Comedy Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Entertainment & Comedy,Facebook,42641.04,21,18-24,All,34423,3.1,"Story,Video",active,3.85,2025-07-23T00:00:00
IN_CMP_00156,Mamaearth - Food & Cooking Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Food & Cooking,Instagram,34299.12,7,35-44,All,88654,3.3,"Reel,Story,Video",completed,4.3,2025-06-23T00:00:00
IN_CMP_00157,Realme - Food & Cooking Campaign,Promote Realme products to 35-44 audience,Realme,Food & Cooking,Facebook,5915.21,60,35-44,All,12074,4.3,"Review,Video,Reel",active,3.4,2025-08-11T00:00:00
IN_CMP_00158,HUL - Food & Cooking Campaign,Promote HUL products to 18-24 audience,HUL,Food & Cooking,Instagram,6294.35,14,18-24,Male,20722,3.7,"Live Session,Video",completed,4.23,2025-06-18T00:00:00
IN_CMP_00159,PhonePe - Beauty & Makeup Campaign,Promote PhonePe products to 35-44 audience,PhonePe,Beauty & Makeup,Facebook,12316.39,7,35-44,All,5360,2.8,Live Session,active,4.51,2025-10-12T00:00:00
IN_CMP_00160,boAt Lifestyle - Food & Cooking Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Food & Cooking,Instagram,54774.12,14,35-44,All,41476,5.5,"Reel,Video",completed,3.17,2025-09-10T00:00:00
IN_CMP_00161,Wow Skin Science - Beauty & Makeup Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Beauty & Makeup,YouTube,7629.34,14,35-44,Male,22678,3.9,Live Session,completed,4.47,2025-09-10T00:00:00
IN_CMP_00162,HUL - Travel & Tourism Campaign,Promote HUL products to 25-34 audience,HUL,Travel & Tourism,YouTube,28296.7,14,25-34,Female,71475,4.0,"Reel,Post,Review",completed,2.92,2025-05-21T00:00:00
IN_CMP_00163,Tata - Health & Fitness Campaign,Promote Tata products to 18-24 audience,Tata,Health & Fitness,Twitter,210635.88,45,18-24,Female,682872,2.0,Story,completed,4.78,2025-09-01T00:00:00
IN_CMP_00164,Nestle India - Regional Content Campaign,Promote Nestle India products to 18-34 audience,Nestle India,Regional Content,Instagram,8718.92,14,18-34,Male,12414,4.0,Review,active,3.75,2025-07-09T00:00:00
IN_CMP_00165,Sugar Cosmetics - Music & Dance Campaign,Promote Sugar Cosmetics products to 18-34 audience,Sugar Cosmetics,Music & Dance,Twitter,5164.83,14,18-34,Male,19867,2.1,"Video,Reel",completed,4.31,2025-10-26T00:00:00
IN_CMP_00166,boAt Lifestyle - Music & Dance Campaign,Promote boAt Lifestyle products to 18-24 audience,boAt Lifestyle,Music & Dance,Twitter,32427.11,21,18-24,All,69638,5.7,"Reel,Live Session",completed,4.0,2025-07-11T00:00:00
IN_CMP_00167,boAt Lifestyle - Food & Cooking Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Food & Cooking,Facebook,13592.05,30,35-44,All,11919,3.1,Reel,completed,4.31,2025-08-23T00:00:00
IN_CMP_00168,Realme - Devotional & Spirituality Campaign,Promote Realme products to 35-44 audience,Realme,Devotional & Spirituality,Instagram,11971.59,14,35-44,All,15004,3.9,"Live Session,Post",active,3.77,2025-11-01T00:00:00
IN_CMP_00169,HUL - Regional Content Campaign,Promote HUL products to 18-34 audience,HUL,Regional Content,LinkedIn,13663.54,14,18-34,All,18005,2.4,"Reel,Review",active,4.18,2025-08-12T00:00:00
IN_CMP_00170,Dream11 - Music & Dance Campaign,Promote Dream11 products to 25-34 audience,Dream11,Music & Dance,Facebook,11187.39,21,25-34,All,7340,3.3,"Reel,Review",active,2.68,2025-09-19T00:00:00
IN_CMP_00171,CRED - Regional Content Campaign,Promote CRED products to 25-34 audience,CRED,Regional Content,Twitter,36062.6,14,25-34,All,52708,3.3,Review,completed,4.28,2025-06-07T00:00:00
IN_CMP_00172,Xiaomi - Fashion & Lifestyle Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Fashion & Lifestyle,YouTube,46883.4,14,35-44,All,86140,3.5,"Post,Reel,Live Session,Review",completed,4.0,2025-08-05T00:00:00
IN_CMP_00173,Amazon India - Technology & Gadgets Campaign,Promote Amazon India products to 25-34 audience,Amazon India,Technology & Gadgets,Facebook,51424.53,7,25-34,Female,94576,4.8,Post,completed,4.35,2025-07-20T00:00:00
IN_CMP_00174,Xiaomi - Devotional & Spirituality Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Devotional & Spirituality,Instagram,72647.87,14,35-44,All,76649,5.1,Story,draft,4.52,2025-07-02T00:00:00
IN_CMP_00175,Realme - Regional Content Campaign,Promote Realme products to 18-34 audience,Realme,Regional Content,YouTube,22526.06,30,18-34,All,20730,3.4,"Story,Post",active,4.98,2025-08-11T00:00:00
IN_CMP_00176,Myntra - Food & Cooking Campaign,Promote Myntra products to 25-34 audience,Myntra,Food & Cooking,Twitter,13833.41,60,25-34,All,15318,4.6,Live Session,active,4.44,2025-06-25T00:00:00
IN_CMP_00177,Paytm - Entertainment & Comedy Campaign,Promote Paytm products to 35-44 audience,Paytm,Entertainment & Comedy,LinkedIn,8435.5,7,35-44,Male,17278,4.1,"Video,Post,Reel",active,3.89,2025-06-06T00:00:00
IN_CMP_00178,Tata - Regional Content Campaign,Promote Tata products to 18-24 audience,Tata,Regional Content,Facebook,19029.92,14,18-24,All,5443,4.2,Video,active,3.73,2025-10-27T00:00:00
IN_CMP_00179,Unacademy - News & Current Affairs Campaign,Promote Unacademy products to 18-24 audience,Unacademy,News & Current Affairs,Twitter,28893.68,14,18-24,Female,91884,4.3,Reel,draft,3.48,2025-05-24T00:00:00
IN_CMP_00180,Myntra - Regional Content Campaign,Promote Myntra products to 18-24 audience,Myntra,Regional Content,YouTube,19762.72,14,18-24,All,15487,2.4,"Post,Review",completed,3.52,2025-08-19T00:00:00
IN_CMP_00181,Myntra - Technology & Gadgets Campaign,Promote Myntra products to 18-34 audience,Myntra,Technology & Gadgets,LinkedIn,9536.33,7,18-34,Male,21170,3.1,"Story,Review,Post",draft,4.5,2025-10-15T00:00:00
IN_CMP_00182,Noise - Music & Dance Campaign,Promote Noise products to 18-24 audience,Noise,Music & Dance,Instagram,12073.75,45,18-24,Male,20577,2.3,"Live Session,Reel",completed,3.18,2025-10-21T00:00:00
IN_CMP_00183,Asian Paints - Health & Fitness Campaign,Promote Asian Paints products to 18-34 audience,Asian Paints,Health & Fitness,Instagram,8485.54,21,18-34,All,16090,4.4,"Live Session,Post,Reel",draft,4.05,2025-07-24T00:00:00
IN_CMP_00184,Noise - Food & Cooking Campaign,Promote Noise products to 25-34 audience,Noise,Food & Cooking,Facebook,10960.61,30,25-34,Female,8499,2.8,"Review,Post",active,3.75,2025-07-02T00:00:00
IN_CMP_00185,Xiaomi - Finance & Investment Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Finance & Investment,Facebook,41637.5,7,35-44,All,42167,3.1,"Post,Video,Live Session",draft,3.8,2025-08-01T00:00:00
IN_CMP_00186,Tata - Education & Skills Campaign,Promote Tata products to 18-24 audience,Tata,Education & Skills,Twitter,5620.71,14,18-24,All,19692,2.1,Live Session,completed,4.45,2025-10-09T00:00:00
IN_CMP_00187,Nestle India - Sports & Cricket Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Sports & Cricket,LinkedIn,12224.15,21,25-34,All,11082,2.5,"Story,Post,Reel",active,3.07,2025-11-06T00:00:00
IN_CMP_00188,Xiaomi - Sports & Cricket Campaign,Promote Xiaomi products to 18-34 audience,Xiaomi,Sports & Cricket,YouTube,7174.48,21,18-34,All,13687,2.3,"Reel,Review,Video",completed,4.55,2025-07-08T00:00:00
IN_CMP_00189,Swiggy - Devotional & Spirituality Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Devotional & Spirituality,Facebook,20825.2,45,35-44,Male,12229,4.4,Story,completed,3.9,2025-10-19T00:00:00
IN_CMP_00190,Flipkart - Gaming Campaign,Promote Flipkart products to 18-24 audience,Flipkart,Gaming,Instagram,7141.6,14,18-24,All,17065,3.5,"Post,Video,Review",draft,4.53,2025-05-29T00:00:00
IN_CMP_00191,Sugar Cosmetics - Entertainment & Comedy Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Entertainment & Comedy,YouTube,23209.45,21,18-24,All,24774,4.1,"Review,Story,Reel",completed,4.37,2025-06-30T00:00:00
IN_CMP_00192,boAt Lifestyle - Devotional & Spirituality Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Devotional & Spirituality,Twitter,37851.35,14,25-34,All,54438,4.0,"Live Session,Story",completed,4.08,2025-09-15T00:00:00
IN_CMP_00193,Myntra - Entertainment & Comedy Campaign,Promote Myntra products to 18-24 audience,Myntra,Entertainment & Comedy,Twitter,6725.35,14,18-24,All,22917,2.0,Live Session,completed,4.69,2025-09-12T00:00:00
IN_CMP_00194,Sugar Cosmetics - Travel & Tourism Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,Travel & Tourism,LinkedIn,6995.07,45,35-44,All,9856,2.5,"Video,Review",completed,4.78,2025-07-16T00:00:00
IN_CMP_00195,OnePlus - Music & Dance Campaign,Promote OnePlus products to 18-34 audience,OnePlus,Music & Dance,Facebook,7946.62,45,18-34,Male,5611,2.1,Story,active,4.69,2025-07-29T00:00:00
IN_CMP_00196,Unacademy - Finance & Investment Campaign,Promote Unacademy products to 35-44 audience,Unacademy,Finance & Investment,YouTube,21591.98,21,35-44,Female,12801,3.2,"Post,Live Session,Reel",active,3.77,2025-10-17T00:00:00
IN_CMP_00197,Xiaomi - Gaming Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Gaming,YouTube,7328.36,14,35-44,All,23211,4.0,Review,draft,3.51,2025-06-12T00:00:00
IN_CMP_00198,Paytm - Sports & Cricket Campaign,Promote Paytm products to 35-44 audience,Paytm,Sports & Cricket,LinkedIn,10204.34,14,35-44,Female,23235,4.8,Story,draft,3.61,2025-06-18T00:00:00
IN_CMP_00199,Byju's - Health & Fitness Campaign,Promote Byju's products to 25-34 audience,Byju's,Health & Fitness,LinkedIn,11527.01,7,25-34,All,14344,2.2,"Review,Video",completed,2.86,2025-10-03T00:00:00
IN_CMP_00200,PhonePe - Entertainment & Comedy Campaign,Promote PhonePe products to 18-24 audience,PhonePe,Entertainment & Comedy,Instagram,11867.79,30,18-24,All,5559,4.7,"Review,Live Session,Post",active,4.04,2025-10-19T00:00:00
IN_CMP_00201,Unacademy - Sports & Cricket Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Sports & Cricket,Facebook,10080.04,7,18-24,Female,9260,4.5,Video,draft,3.17,2025-06-03T00:00:00
IN_CMP_00202,Byju's - Food & Cooking Campaign,Promote Byju's products to 35-44 audience,Byju's,Food & Cooking,Facebook,72014.61,21,35-44,All,41366,5.8,"Story,Video",active,4.76,2025-05-20T00:00:00
IN_CMP_00203,Boat - Health & Fitness Campaign,Promote Boat products to 18-34 audience,Boat,Health & Fitness,Twitter,37263.35,21,18-34,Female,78519,5.9,"Story,Reel",draft,4.69,2025-08-24T00:00:00
IN_CMP_00204,Zomato - Entertainment & Comedy Campaign,Promote Zomato products to 18-24 audience,Zomato,Entertainment & Comedy,Facebook,17376.23,45,18-24,Female,15737,2.6,"Story,Post",completed,2.83,2025-10-26T00:00:00
IN_CMP_00205,Mamaearth - Health & Fitness Campaign,Promote Mamaearth products to 25-34 audience,Mamaearth,Health & Fitness,Facebook,5797.52,14,25-34,All,17283,3.5,"Live Session,Review,Story,Video",active,3.89,2025-09-25T00:00:00
IN_CMP_00206,Swiggy - Sports & Cricket Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Sports & Cricket,Twitter,6489.57,14,25-34,Female,14381,2.6,"Video,Story,Live Session",active,3.93,2025-07-14T00:00:00
IN_CMP_00207,Mamaearth - Beauty & Makeup Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Beauty & Makeup,Instagram,18310.35,14,35-44,Female,18984,3.0,"Review,Reel",completed,3.17,2025-10-02T00:00:00
IN_CMP_00208,Wow Skin Science - Music & Dance Campaign,Promote Wow Skin Science products to 35-44 audience,Wow Skin Science,Music & Dance,YouTube,32949.37,14,35-44,All,56523,4.2,"Post,Reel,Story",completed,3.72,2025-07-05T00:00:00
IN_CMP_00209,Sugar Cosmetics - Music & Dance Campaign,Promote Sugar Cosmetics products to 25-34 audience,Sugar Cosmetics,Music & Dance,LinkedIn,9009.95,30,25-34,All,9916,2.1,"Story,Reel",completed,4.6,2025-07-09T00:00:00
IN_CMP_00210,Byju's - Travel & Tourism Campaign,Promote Byju's products to 35-44 audience,Byju's,Travel & Tourism,Instagram,6314.73,14,35-44,Female,14265,4.4,Reel,active,3.27,2025-07-14T00:00:00
IN_CMP_00211,Sugar Cosmetics - Sports & Cricket Campaign,Promote Sugar Cosmetics products to 18-34 audience,Sugar Cosmetics,Sports & Cricket,Facebook,20133.48,45,18-34,Female,12710,3.1,"Live Session,Review",draft,4.18,2025-07-21T00:00:00
IN_CMP_00212,Amazon India - Music & Dance Campaign,Promote Amazon India products to 35-44 audience,Amazon India,Music & Dance,Facebook,196179.08,60,35-44,Male,715719,2.6,Live Session,completed,4.95,2025-10-07T00:00:00
IN_CMP_00213,Dream11 - Sports & Cricket Campaign,Promote Dream11 products to 18-34 audience,Dream11,Sports & Cricket,YouTube,9888.47,45,18-34,All,15346,2.8,"Video,Reel",active,4.84,2025-10-24T00:00:00
